ID,group,trial_number,trial_type,trial_role,token_opp,token_self,combined_earning,split_opp,split_self,splitperc_opp,splitperc_self,accept,accepted_amount,accepted_perc,proposed_perc,proposed_amount
1018,Control,23,1,1,3,3,18,9.0,9.0,50,50,1.0,9.0,50.0,,
1018,Control,24,2,1,2,3,15,13.5,1.5,90,10,1.0,1.5,10.0,,
1018,Control,27,3,1,3,2,15,11.25,3.75,75,25,1.0,3.75,25.0,,
1018,Control,28,2,1,2,3,15,12.0,3.0,80,20,1.0,3.0,20.0,,
1018,Control,30,3,1,2,1,9,5.4,3.6,60,40,1.0,3.6,40.0,,
1018,Control,31,3,1,2,1,9,6.75,2.25,75,25,1.0,2.25,25.0,,
1018,Control,32,2,1,2,3,15,11.25,3.75,75,25,1.0,3.75,25.0,,
1018,Control,33,3,1,2,1,9,7.2,1.8,80,20,1.0,1.8,20.0,,
1018,Control,35,3,1,3,2,15,9.75,5.25,65,35,1.0,5.25,35.0,,
1018,Control,37,3,1,2,1,9,6.3,2.7,70,30,1.0,2.7,30.0,,
1018,Control,38,1,1,1,1,6,3.6,2.4,60,40,1.0,2.4,40.0,,
1018,Control,39,1,1,2,2,12,10.8,1.2,90,10,1.0,1.2,10.0,,
1018,Control,40,1,1,2,2,12,9.6,2.4,80,20,1.0,2.4,20.0,,
1018,Control,41,1,1,2,2,12,7.8,4.2,65,35,1.0,4.2,35.0,,
1018,Control,43,3,1,3,2,15,9.75,5.25,65,35,1.0,5.25,35.0,,
1018,Control,44,1,1,1,1,6,4.8,1.2,80,20,1.0,1.2,20.0,,
1018,Control,45,2,1,1,2,9,5.4,3.6,60,40,1.0,3.6,40.0,,
1018,Control,46,3,1,2,1,9,4.5,4.5,50,50,1.0,4.5,50.0,,
1018,Control,47,3,1,3,2,15,13.5,1.5,90,10,1.0,1.5,10.0,,
1018,Control,48,1,1,2,2,12,7.2,4.8,60,40,1.0,4.8,40.0,,
1018,Control,49,2,1,1,2,9,6.75,2.25,75,25,1.0,2.25,25.0,,
1018,Control,50,2,1,2,3,15,9.75,5.25,65,35,1.0,5.25,35.0,,
1018,Control,51,2,1,1,2,9,6.3,2.7,70,30,1.0,2.7,30.0,,
1019,Control,2,1,1,2,2,12,10.8,1.2,90,10,0.0,0.0,0.0,,
1019,Control,4,1,1,1,1,6,4.2,1.8,70,30,1.0,1.8,30.0,,
1019,Control,5,3,1,3,2,15,11.25,3.75,75,25,1.0,3.75,25.0,,
1019,Control,6,3,1,2,1,9,7.2,1.8,80,20,1.0,1.8,20.0,,
1019,Control,11,1,1,2,2,12,9.0,3.0,75,25,1.0,3.0,25.0,,
1019,Control,12,1,1,3,3,18,9.0,9.0,50,50,1.0,9.0,50.0,,
1019,Control,14,3,1,3,2,15,13.5,1.5,90,10,0.0,0.0,0.0,,
1019,Control,16,3,1,2,1,9,6.75,2.25,75,25,1.0,2.25,25.0,,
1019,Control,18,2,1,2,3,15,11.25,3.75,75,25,1.0,3.75,25.0,,
1019,Control,19,3,1,2,1,9,4.5,4.5,50,50,1.0,4.5,50.0,,
1019,Control,20,1,1,2,2,12,7.8,4.2,65,35,1.0,4.2,35.0,,
1019,Control,21,2,1,1,2,9,6.3,2.7,70,30,1.0,2.7,30.0,,
1019,Control,22,2,1,1,2,9,6.3,2.7,70,30,1.0,2.7,30.0,,
1019,Control,23,2,1,2,3,15,12.0,3.0,80,20,1.0,3.0,20.0,,
1019,Control,24,1,1,1,1,6,4.8,1.2,80,20,0.0,0.0,0.0,,
1019,Control,25,1,1,1,1,6,3.6,2.4,60,40,1.0,2.4,40.0,,
1019,Control,26,2,1,2,3,15,9.0,6.0,60,40,1.0,6.0,40.0,,
1019,Control,27,3,1,3,2,15,12.0,3.0,80,20,1.0,3.0,20.0,,
1019,Control,28,3,1,3,2,15,9.75,5.25,65,35,1.0,5.25,35.0,,
1019,Control,30,2,1,2,3,15,9.75,5.25,65,35,1.0,5.25,35.0,,
1019,Control,32,3,1,3,2,15,9.75,5.25,65,35,1.0,5.25,35.0,,
1019,Control,33,2,1,1,2,9,4.5,4.5,50,50,1.0,4.5,50.0,,
1019,Control,34,1,1,2,2,12,7.8,4.2,65,35,1.0,4.2,35.0,,
1019,Control,35,3,1,2,1,9,5.4,3.6,60,40,1.0,3.6,40.0,,
1019,Control,37,2,1,2,3,15,13.5,1.5,90,10,0.0,0.0,0.0,,
1019,Control,38,1,1,3,3,18,13.5,4.5,75,25,1.0,4.5,25.0,,
1019,Control,39,3,1,2,1,9,6.3,2.7,70,30,1.0,2.7,30.0,,
1019,Control,41,2,1,1,2,9,7.2,1.8,80,20,0.0,0.0,0.0,,
